123456|Exness
1283838|Exness
183712697|Exness
183729855|Exness
183776560|Exness
183682247|Exness
183715806|Exness
159753061|Exness
183736730|Exness
159331916|Exness
159624542|Exness
263248489|Exness
159803344|Exness
103235099|Exness
107053597|Exness
109217257|Exness
159624542|Exness
125378539|Exness
267309424|Exness
159803346|Exness
263252206|Exness
153002976|HFM
112132219|FBS
44890118|Octa
159804424|Exness
257244569|Exness
263252372|Exness
159807576|Exness
263252373|Exness
263252367|Exness
159807572|Exness
159807573|Exness
183768644|Exness
159509216|Exness
257013806|Exness
183770730|Exness
213174799|Exness
263256875|Exness 
257246696|Exness
159813905|Exness
183773058|Exness
263254818|Exness
159796421|Exness
263252169|Exness
159809591|Exness
43297119|FBS
112134371|FBS
112132689|FBS
28716305|FBS
112108624|FBS
183760959|Exness
159802299|Exness
183771103|Exness
183724760|Exness
159779521|Exness
263226307|Exness
275796241|Exness
159814420|Exness
183776346|Exness
183776253|Exness
183765427|Exness
263255061|Exness
404675623|Exness
128454214|Exness
159601889|Exness
263255061|Exness
263216927|Exness
159767885|Exness
263213754|Exness
257212941|Exness
257221807|Exness
183775279|Exness
183752272|Exness
218328270|Exness
257245792|Exness
183773212O|Exness
52248136|Exness
245826913|Exness
245826913|Exness
265421776|Exness
183744478|Exness
211007883|Valetax
211007885|Valetax
251003063|Valetax
183762304|Exness
257242096|Exness
159802481|Exness
159802483|Exness
159802486|Exness
159804972|Exness
183775133|Exness
257132645|Exness
183724760|Exness
159779521|Exness
263226307|Exness
275796241|Exness
159814420|Exness
183776346|Exness
270592229|Exness
183776346|Exness
111868115|FBS
263241977|Exness
183776560|Exness
263252539|Exness
183732016|Exness
257244569|Exness
183776619|Exness
37278268|Roboforex
114023745|HFM
114040777|HFM
159812581|Exness
183678943|Exness
263188207|Exness
183695160|Exness
263196416|Exness
159748718|Exness
159748734|Exness
263212207|Exness
263212208|Exness
263212620|Exness
263212621|Exness
257208347|Exness
159764997|Exness
159764994|Exness
159764987|Exness
159764983|Exness
159764506|Exness
257207910|Exness
159764503|Exness
159764499|Exness
183713274|Exness
159812342|Exness
257246163|Exness
159814924|Exness
257247616|Exness
159814928|Exness
263257406|Exness
183777016|Exness
159814940|Exness
159814942|Exness
159814946|Exness
183777041|Exness
159814950|Exness
183777047|Exness
159814955|Exness
263257433|Exness
263257436|Exness
263257437|Exness
113140791|Xm
183712697|Exness
128197429|Exness 
128261184|Exness 
159764394|Exness 
183713231|Exness 
608911|Cxm
620724|Cxm
43297119|FBS
112134371|FBS
112132689|FBS
28716305|FBS
112108624|FBS
112136039|FBS
112136075|FBS
28723667|FBS
28723730|FBS
135016879|HFM
263256842|Exness
183769193|Exness
183774601|Exness
159813251|Exness
37278736|RoboForex
37278734|RoboForex
102344778|HFM
102344887|HFM
102344892|HFM
112136202|FBS
28723795|FBS
43298962|FBS
263251914|Exness
159796421|Exness
263252169|Exness
159809591|Exness
183712697|Exness
20382489|Markets4you
183777726|EXNESS
263257913|EXNESS
257248095|EXNESS
263256843|EXNESS
183776196|EXNESS
183777785|exness
183777784|exness
159796421|Exness
263252160|Exness
159809591|Exness
183777610|Exness
183748376|exness
213382870|exness
44882546|octafx
44883450|OctaFx
102345777|Hfm
37278738|RoboForex
37278739|RoboForex
37278806|RoboForex
37278807|RoboForex
37278808|RoboForex
37278809|RoboForex
37278810|RoboForex
37278811|RoboForex
257247461|Exness
257092099|Exness
26302745|Exness
263030883|Exness
159518918|Exness
257020878|Exness
257030611|Exness
183190872|Exness
25523581|Exness
159577696|Exness
257244280|Exness
183758133|Exness
257244385|Exness
159294130|Exness
257141712|Exness
114013460|Hfm
183749331|exness
159793616|exness
183749337|exness
263245007|exness
183755539|exness
257242734|exness
257244602|exness
183769503|exness
159812811|exness
183774644|exness
263255850|exness
159815978|exness
7011161|Phyntex 
7011136|Phyntex 
211111346|valetax
102334492|HFM
183721857|Exness
159773891|Exness
183776185|Exness
257246833|Exness
159814276|Exness
183776188|Exness
159815971|Exness
257248677|Exness
257248678|Exness
257248680|Exness
159815972|Exness
263258419|Exness
109138962|exness
194811502|exness
291007670|Valetax
15531342|Headway
183712697|Exness
183777581|exness
159719275|Exness
159804393|Exness
263255165|Exness
183778642|Exness
159816124|Exness
43290632|FBS
183778556|Exness
257247230|Exness
183778755|Exness
211110351|Valetax
159813251|Exness
183778611|Exness
159816049|Exness
263258499|Exness
183778615|Exness
263258504|Exness
257248767|Exness
183778619|Exness
159816053|Exness
15576517|Headway
159763099|Exness
159556979|Exness
159560061|Exness
159560062|Exness
159730676|Exness
183153937|Exness
183167359|Exness
183278848|Exness
183518015|Exness
183518016|Exness
183671736|Exness
257082367|Exness
257124912|Exness
257160212|Exness
263048810|Exness
263049757|Exness
263049759|Exness
263049760|Exness
263049761|Exness
263131021|Exness
263160444|Exness
159727824|Exness
159727829|Exness
159727830|Exness
159727832|Exness
183668235|Exness
183668236|Exness
183668237|Exness
183668239|Exness
183668242|Exness
183668243|Exness
183668245|Exness
183668247|Exness
183668248|Exness
257157995|Exness
257157997|Exness
257157999|Exness
257158000|Exness
263158724|Exness
263158725|Exness
263158727|Exness
257248972|exness
257248974|exness
257248975|exness
263258688|exness
257248981|exness
159816250|exness
257248983|exness
52256213|exness
87208673|exness
111182303|exness
183779353|Exness
263259044|Exness
183779354|Exness
183779355|Exness
257249398|Exness
183779360|Exness
257249400|Exness
183712074|exness
183356780|exness
200716931|exness
213071206|exness
257130433|exness
263253444|exness
263259165|exness
159153965|Exness
183723795|Exness
257231830|Exness
183693235|Exness
257192386|Exness
159816396|Exness
183758423|Exness
201486701|Exness
159768177|Exness
257248840|Exness
159779779|Exness
186994114|Exness
183384492|Exness
211067001|valetax
159246971|EXNESS
257250074|EXNESS
183780075|EXNESS
257250080|EXNESS
257250086|EXNESS
257250091|EXNESS
257250093|EXNESS
263259618|EXNESS
159817138|EXNESS
274979824|Exness
43301596|Fbs
112139683|Fbs
43302442|Fbs
112139682|Fbs
28727278|Fbs
28727285|Fbs
263259324|Exness
159716845|Exness
159716850|Exness
159775769|Exness
183782654|Exness
28727741|Fbs
112140124|Fbs
28727743|Fbs
28712702|Fbs
43302899|Fbs
43302915|Fbs
28727754|Fbs
28727618|Fbs
183783603|Exness
183784921|Exness
183784924|Exness
257254603|Exness
257254605|Exness
159818689|Exness
183487023|Exness
275500459|Exness
263102735|Exness
257245950|Exness
263263402|Exness
159820416|Exness
159820417|Exness
263263409|Exness
257254114|Exness
‎257254116|Exness
‎257254120|Exness
‎257253832|Exness
‎263262934|Exness
‎263262938|Exness
‎263262939|Exness
‎159820022|Exness
‎159820026|Exness
‎159820027|Exness
‎159820029|Exness
‎183784398|Exness
‎183784401|Exness
‎183784403|Exness
‎183784405|Exness
263259899|Exness
257254649|Exness
183785004|Exness
257252200|Exness
263260989|Exness
263260999|Exness
183724338|Exness
159818717|Exness
257184213|Exness
263211244|Exness
263245456|Exness
183748336|Exness
263247063|Exness
159736587|Exness
183785007|Exness
263263411|Exness
183661472|Exness
263233233|Exness
257178936|Exness
159416553|Exness
183451488|Exness
159515452|Exness
263256072|Exness
183671685|Exness
257116722|Exness
263230779|Exness
263231445|Exness
257226613|Exness
183785085|Exness
183785086|Exness
257254692|Exness
183759590|Exness
257254693|Exness
159811260|Exness
159764138|Exness
111175023|Exness
141117294|Exness
87200865|Exness
183785126|Exness
87201068|Exness
263260892|Exness
263260891|Exness
159818424|Exness
257220312|Exness
159820518|Exness
20861607|Exness
20861606|Exness
20861605|Exness
20861604|Exness
183785225|Exness
159664371|Exness
263128842|Exness
257110132|Exness
183598012|Exness
159806401|Exness
257187015|Exness
257206285|Exness
263221543|Exness
263243179|Exness
263263382|Exness
257255086|Exness
183782135|Exness
263261329|Exness
257252344|Exness
257254004|Exness
263262839|Exness
159819960|Exness
183784272|Exness
159819961|Exness
257254006|Exness
183784273|Exness
183766801|Exness
411288169|Exness
411632471|Exness
263263819|Exness
90857991|Finex
265653634|Exness
183786151|Exness
43298489|Fbs
43302710|FBS
28728996|FBS
257253075|Exness
183783839|Exness
183783843|Exness
183783844|Exness
183783845|Exness
257253616|Exness
257253617|Exness
257253503|Exness
257253509|Exness
183785707|Exness
263259950|Exness
183693308|Exness
183438094|Exness
263243734|Exness
263264850|exness
159821659|exness
159821661|exness
183786929|exness
183786932|exness
183786936|exness
183786937|exness
257256357|exness
263264842|exness
263264846|exness
257204783|Exness
257251208|Exness
183787323|Exness
159822026|Exness
263265344|Exness
159822028|Exness
159821351|Exness
183786852|Exness
183787806|Exness
128478464|Exness
267615447|Exness
411648386|Exness
128478475|Exness
257257161|Exness
272990793|Exness
159821516|exness
159821515|exness
159821514|exness
257256159|exness
257256158|exness
183786733|exness
183786732|exness
257256156|exness
183786724|exness
159820796|exness
183728310|exness
183728291|exness
263233317|exness
257229076|exness
263228817|exness
263173533|exness
263173532|exness
263173527|exness
263162308|exness
183661965|exness
159812541|Exness
183773967|Exness
263263198|Exness
159816133|Exness
159816644|Exness
183778698|Exness
263263785|Exness
263229062|Exness
159758961|Exness
257244876|Exness
415097271|Exness
159820134|Exness
159821952|Exness
159821957|Exness
257257607|Exness
183727519|Exness
183788366|Exness
263265940|Exness
270763387|Exness
183778182|Exness
267608971|Exness
265650556|Exness
257256472|Exness
257256473|Exness
257256474|Exness
263264964|Exness
257256475|Exness
263265050|Exness
159821814|Exness
263265062|Exness
263265064|Exness
159821816|Exness
257256688|Exness
159821872|Exness
183787278|Exness
159821874|Exness
257256693|Exness
183781777|Exness
263266323|Exness
20979607|Vantage
405707722|Exness
263260575|Exness
263193515|Exness
109487993|Exness
28730274|Fbs
265657095|Exness
183750392|Eeness
183735326|Exness
257251889|Exness
257254763|Exness
159820437|Exness
183778182|Exness
183788454|Exness
257253847|Exness
263266540|Exness
159822991|Exness
263266534|Exness
263266535|Exness
263266538|Exness
159823079|Exness
183440141|Exness
159823085|Exness
263266674|Exness
183789274|Exness
183714423|Exness
183776629|Exness
159823103|Exness
183786874|Exness
263264801|Exness
183778182|Exness
183788454|Exness
257253847|Exness
159819746|Exness
183789262|Exness
183789300|Exness
257258442|Exness
183789304|Exness
263255331|Exness
159373225|Exness
159823113|Exness
263266711|Exness
159823144|Exness
257258447|Exness
20979607|Vantage
405707722|Exness
263265543|Exness
128480487|Exness
183787317|Exness
257256715|Exness
263266705|exness
263266727|exness
159823158|exness
257258464|exness
159823162|exness
263266731|exness
183789329|exness
183789332|exness
183789334|exness
257258477|exness
263264801|Exness
159823103|Exness
183786874|Exness
257258687|exness
183779656|Exness
257258687|exness
257258696|exness
183789629|exness
183789632|exness
183762036|Exness
159771552|Exness
183706680|Exness
263267039|Exness
263264196|Exness
102307928|Hfm
102366999|Hfm
159796757|Exness
159823531|Exness
257258921|Exness
183789900|Exness
159823531|Exness
263189024|Exness
159735862|Exness
159240666|Exness
213425138|Exness
257259345|Exness
